reg,dep,com,insee,name,pop,half
Nouvelle-Aquitaine,24,227,24227,Lanouaille,1 015,non
Hauts-de-France,60,166,60166,Coudun,1 015,non
Hauts-de-France,62,407,62407,Ham-en-Artois,1 015,non
Auvergne-Rhône-Alpes,73,096,73096,Cruet,1 015,non
Hauts-de-France,80,717,80717,Saint-Sauflieu,1 015,non
Nouvelle-Aquitaine,16,030,16030,Barret,1 014,non
Nouvelle-Aquitaine,17,441,17441,Tesson,1 014,non
Bourgogne-Franche-Comté,25,186,25186,Cussey-sur-l'Ognon,1 014,non
Bourgogne-Franche-Comté,25,558,25558,Tarcenay,1 014,non
Nouvelle-Aquitaine,33,130,33130,Coimères,1 014,non
Nouvelle-Aquitaine,33,543,33543,Verdelais,1 014,non
Bretagne,35,147,35147,Lanhélin,1 014,non
Auvergne-Rhône-Alpes,38,180,38180,Gillonnay,1 014,non
Grand Est,57,351,57351,Jury,1 014,non
Hauts-de-France,60,213,60213,Ermenonville,1 014,non
Bourgogne-Franche-Comté,71,490,71490,Saint-Vincent-Bragny,1 014,non
Normandie,76,408,76408,Manneville-la-Goupil,1 014,non
Provence-Alpes-Côte d'Azur,06,117,06117,Saint-Blaise,1 013,non
Occitanie,11,259,11259,Moussoulens,1 013,non
Centre-Val de Loire,18,110,18110,Herry,1 013,non
Auvergne-Rhône-Alpes,26,023,26023,Barbières,1 013,non
Centre-Val de Loire,28,363,28363,Sainville,1 013,non
Centre-Val de Loire,41,016,41016,Billy,1 013,non
Occitanie,46,095,46095,Espère,1 013,non
Grand Est,51,461,51461,Rilly-la-Montagne,1 013,non
Hauts-de-France,62,373,62373,Givenchy-lès-la-Bassée,1 013,non
Bourgogne-Franche-Comté,71,356,71356,Pouilloux,1 013,non
Normandie,76,287,76287,Fresquiennes,1 013,non
Normandie,76,675,76675,Sierville,1 013,non
Pays de la Loire,85,062,85062,Châteauneuf,1 013,non
Grand Est,10,358,10358,Saint-Parres-lès-Vaudes,1 012,non
Nouvelle-Aquitaine,16,409,16409,Villefagnan,1 012,non
Nouvelle-Aquitaine,33,547,33547,Villandraut,1 012,non
Occitanie,34,197,34197,Péret,1 012,non
Auvergne-Rhône-Alpes,38,009,38009,Anjou,1 012,non
Provence-Alpes-Côte d'Azur,84,105,84105,Saignon,1 012,non
Hauts-de-France,02,003,02003,Acy,1 011,non
Nouvelle-Aquitaine,17,074,17074,Bussac-Forêt,1 011,non
Corse,2B,316,2B316,Santa-Reparata-di-Balagna,1 011,non
Normandie,27,311,27311,Harcourt,1 011,non
Nouvelle-Aquitaine,33,021,33021,Auros,1 011,non
Centre-Val de Loire,36,229,36229,Val-Fouzon,1 011,non
Auvergne-Rhône-Alpes,38,026,38026,La Balme-les-Grottes,1 011,non
Auvergne-Rhône-Alpes,38,481,38481,Sérézin-de-la-Tour,1 011,non
Centre-Val de Loire,41,050,41050,Cheverny,1 011,non
Auvergne-Rhône-Alpes,42,172,42172,Planfoy,1 011,non
Auvergne-Rhône-Alpes,43,115,43115,Laussonne,1 011,non
Pays de la Loire,49,205,49205,Miré,1 011,non
Hauts-de-France,60,064,60064,Berneuil-sur-Aisne,1 011,non
Centre-Val de Loire,18,004,18004,Allogny,1 010,non
Bretagne,35,330,35330,Taillis,1 010,non
Auvergne-Rhône-Alpes,03,247,03247,Saint-Menoux,1 009,non
Bourgogne-Franche-Comté,25,245,25245,Fontain,1 009,non
Centre-Val de Loire,37,189,37189,Preuilly-sur-Claise,1 009,non
Auvergne-Rhône-Alpes,42,174,42174,Poncins,1 009,non
Pays de la Loire,44,085,44085,Louisfert,1 009,non
Normandie,50,274,50274,Les Loges-Marchis,1 009,non
Grand Est,51,614,51614,Verzy,1 009,non
Pays de la Loire,72,139,72139,Fyé,1 009,non
Nouvelle-Aquitaine,79,204,79204,Périgné,1 009,non
Pays de la Loire,85,099,85099,Le Girouard,1 009,non
Île-de-France,91,463,91463,Oncy-sur-École,1 009,non
Hauts-de-France,02,666,02666,Rozoy-sur-Serre,1 008,non
Nouvelle-Aquitaine,40,142,40142,Laluque,1 008,non
Grand Est,57,510,57510,Noisseville,1 008,non
Auvergne-Rhône-Alpes,73,188,73188,Notre-Dame-des-Millières,1 008,non
Nouvelle-Aquitaine,79,069,79069,Chanteloup,1 008,non
Hauts-de-France,02,336,02336,Frières-Faillouël,1 007,non
Hauts-de-France,02,554,02554,Nogentel,1 007,non
Hauts-de-France,02,593,02593,Pasly,1 007,non
Pays de la Loire,49,030,49030,Blou,1 007,non
Grand Est,51,025,51025,Auménancourt,1 007,non
Grand Est,54,186,54186,Eulmont,1 007,non
Hauts-de-France,62,005,62005,Achiet-le-Grand,1 007,non
Île-de-France,77,101,77101,Châtenay-sur-Seine,1 007,non
Occitanie,81,261,81261,Saint-Lieux-lès-Lavaur,1 007,non
Auvergne-Rhône-Alpes,38,005,38005,Allemond,1 006,non
Auvergne-Rhône-Alpes,42,219,42219,Saint-Étienne-le-Molard,1 006,non
Hauts-de-France,62,087,62087,Bayenghem-lès-Éperlecques,1 006,non
Bourgogne-Franche-Comté,70,414,70414,Plancher-les-Mines,1 006,non
Pays de la Loire,72,305,72305,Saint-Ouen-de-Mimbré,1 006,non
Hauts-de-France,80,063,80063,Beauchamps,1 006,non
Nouvelle-Aquitaine,86,052,86052,Champagné-Saint-Hilaire,1 006,non
Grand Est,08,183,08183,Fromelennes,1 005,non
Occitanie,12,025,12025,Belmont-sur-Rance,1 005,non
Nouvelle-Aquitaine,16,101,16101,Claix,1 005,non
Grand Est,68,296,68296,Saint-Hippolyte,1 005,non
Auvergne-Rhône-Alpes,73,284,73284,Salins-Fontaine,1 005,non
Auvergne-Rhône-Alpes,74,160,74160,Manigod,1 005,non
Normandie,76,453,76453,Morgny-la-Pommeraye,1 005,non
Normandie,76,672,76672,Serqueux,1 005,non
Bourgogne-Franche-Comté,90,087,90087,Roppe,1 005,non
Centre-Val de Loire,18,037,18037,Brinon-sur-Sauldre,1 004,non
Occitanie,30,249,30249,Saint-Dionisy,1 004,non
Auvergne-Rhône-Alpes,38,002,38002,Les Adrets,1 004,non
Nouvelle-Aquitaine,47,306,47306,Le Temple-sur-Lot,1 004,non
Grand Est,57,091,57091,Bliesbruck,1 004,non
Auvergne-Rhône-Alpes,01,096,01096,Chaveyriat,1 003,non
Provence-Alpes-Côte d'Azur,05,161,05161,La Salle-les-Alpes,1 003,non
Nouvelle-Aquitaine,17,273,17273,Pérignac,1 003,non
Occitanie,34,242,34242,Saint-Bauzille-de-Montmel,1 003,non
Grand Est,57,006,57006,Achen,1 003,non
Hauts-de-France,59,393,59393,Maulde,1 003,non
Bourgogne-Franche-Comté,71,238,71238,Iguerande,1 003,non
Île-de-France,78,567,78567,Saint-Martin-la-Garenne,1 003,non
Île-de-France,91,546,91546,Saint-Cyr-sous-Dourdan,1 003,non
Centre-Val de Loire,18,246,18246,Savigny-en-Sancerre,1 002,non
Occitanie,31,082,31082,Bourg-Saint-Bernard,1 002,non
Pays de la Loire,53,216,53216,Saint-Fraimbault-de-Prières,1 002,non
Grand Est,68,151,68151,Husseren-Wesserling,1 002,non
Île-de-France,95,594,95594,Seugy,1 002,non
Auvergne-Rhône-Alpes,03,055,03055,La Chapelaude,1 001,non
Occitanie,34,296,34296,Saussines,1 001,non
Auvergne-Rhône-Alpes,43,038,43038,Bournoncle-Saint-Pierre,1 001,non
Grand Est,52,529,52529,Villegusien-le-Lac,1 001,non
Bretagne,56,134,56134,Mohon,1 001,non
Hauts-de-France,60,464,60464,Nointel,1 001,non
Hauts-de-France,60,598,60598,Saint-Sulpice,1 001,non
Île-de-France,78,246,78246,Fontenay-Saint-Père,1 001,non
Provence-Alpes-Côte d'Azur,83,151,83151,Vins-sur-Caramy,1 001,non
Nouvelle-Aquitaine,86,285,86285,Verrières,1 001,non
Auvergne-Rhône-Alpes,01,047,01047,Blyes,1 000,non
Auvergne-Rhône-Alpes,01,064,01064,Briord,1 000,non
Auvergne-Rhône-Alpes,03,027,03027,Bézenet,1 000,non
Occitanie,12,044,12044,Camarès,1 000,non
Bourgogne-Franche-Comté,21,332,21332,Labergement-lès-Seurre,1 000,non
Bretagne,22,280,22280,Saint-Carné,1 000,non
Occitanie,34,092,34092,Cruzy,1 000,non
Occitanie,34,103,34103,Fontès,1 000,non
Centre-Val de Loire,36,056,36056,Cluis,1 000,non
Centre-Val de Loire,41,237,41237,Sassay,1 000,non
Pays de la Loire,44,134,44134,Pouillé-les-Côteaux,1 000,non
Grand Est,54,336,54336,Maizières,1 000,non
Nouvelle-Aquitaine,64,289,64289,La Bastide-Clairence,1 000,non
Auvergne-Rhône-Alpes,01,158,01158,Farges,999,non
Nouvelle-Aquitaine,33,208,33208,Jau-Dignac-et-Loirac,999,non
Auvergne-Rhône-Alpes,42,322,42322,La Valla-en-Gier,999,non
Occitanie,46,007,46007,Arcambal,999,non
Normandie,50,272,50272,Lingreville,999,non
Hauts-de-France,60,542,60542,Rochy-Condé,999,non
Grand Est,67,481,67481,Stotzheim,999,non
Île-de-France,78,609,78609,Tessancourt-sur-Aubette,999,non
Nouvelle-Aquitaine,86,086,86086,Coussay-les-Bois,999,non
Auvergne-Rhône-Alpes,15,108,15108,Val d'Arcomie,998,non
Nouvelle-Aquitaine,17,009,17009,Angliers,998,non
Bourgogne-Franche-Comté,21,585,21585,Saulon-la-Chapelle,998,non
Bretagne,35,060,35060,La Chapelle du Lou du Lac,998,non
Bourgogne-Franche-Comté,58,302,58302,Varennes-lès-Narcy,998,non
Hauts-de-France,59,539,59539,Saint-Pierre-Brouck,998,non
Grand Est,67,011,67011,Artolsheim,998,non
Provence-Alpes-Côte d'Azur,05,145,05145,Saint-Jean-Saint-Nicolas,997,non
Auvergne-Rhône-Alpes,07,280,07280,Saint-Paul-le-Jeune,997,non
Centre-Val de Loire,28,035,28035,Berchères-les-Pierres,997,non
Centre-Val de Loire,28,253,28253,Mignières,997,non
Occitanie,31,320,31320,Marquefave,997,non
Nouvelle-Aquitaine,47,213,47213,Prayssas,997,non
Hauts-de-France,80,582,80582,Namps-Maisnil,997,non
Occitanie,81,312,81312,Verdalle,997,non
Grand Est,88,048,88048,Bellefontaine,997,non
Centre-Val de Loire,45,271,45271,Saint-Brisson-sur-Loire,996,non
Pays de la Loire,49,257,49257,Les Rairies,996,non
Auvergne-Rhône-Alpes,63,233,63233,Montaigut,996,non
Occitanie,65,057,65057,Azereix,996,non
Grand Est,67,360,67360,Ohnenheim,996,non
Auvergne-Rhône-Alpes,69,184,69184,Sainte-Catherine,996,non
Auvergne-Rhône-Alpes,74,253,74253,Saint-Sixt,996,non
Nouvelle-Aquitaine,86,065,86065,Château-Larcher,996,non
Bourgogne-Franche-Comté,90,088,90088,Rougegoutte,996,non
Bretagne,29,291,29291,Trégourez,995,non
Occitanie,32,370,32370,Saint-Clar,995,non
Centre-Val de Loire,37,278,37278,Villeperdue,995,non
Pays de la Loire,49,224,49224,Neuillé,995,non
Pays de la Loire,53,021,53021,La Bazoge-Montpinçon,995,non
Hauts-de-France,59,541,59541,Saint-Python,995,non
Hauts-de-France,60,454,60454,La Neuville-en-Hez,995,non
Normandie,76,558,76558,Saint-Aubin-Celloville,995,non
Provence-Alpes-Côte d'Azur,84,073,84073,Ménerbes,995,non
Nouvelle-Aquitaine,86,186,86186,Oyré,995,non
Provence-Alpes-Côte d'Azur,05,139,05139,Dévoluy,994,non
Auvergne-Rhône-Alpes,07,268,07268,Saint-Martin-d'Ardèche,994,non
Auvergne-Rhône-Alpes,26,273,26273,Rochefort-Samson,994,non
Occitanie,30,081,30081,Chusclan,994,non
Nouvelle-Aquitaine,33,298,33298,Moulon,994,non
Centre-Val de Loire,36,231,36231,Velles,994,non
Normandie,76,013,76013,Angerville-la-Martel,994,non
Bretagne,22,038,22038,Châtelaudren,993,non
Bretagne,22,354,22354,Tréglamus,993,non
Normandie,27,350,27350,Illiers-l'Évêque,993,non
Nouvelle-Aquitaine,33,083,33083,Camarsac,993,non
Auvergne-Rhône-Alpes,38,351,38351,Saint-Agnin-sur-Bion,993,non
Auvergne-Rhône-Alpes,38,407,38407,La Sure en Chartreuse,993,non
Hauts-de-France,59,455,59455,Paillencourt,993,non
Nouvelle-Aquitaine,79,172,79172,Mazières-en-Gâtine,993,non
Nouvelle-Aquitaine,87,005,87005,Aureil,993,non
Auvergne-Rhône-Alpes,07,084,07084,Eclassan,992,non
Normandie,27,416,27416,Buis-sur-Damville,992,non
Normandie,50,032,50032,La Barre-de-Semilly,992,non
Grand Est,57,593,57593,Roncourt,992,non
Grand Est,57,745,57745,Wiesviller,992,non
Grand Est,67,023,67023,Batzendorf,992,non
Bourgogne-Franche-Comté,71,064,71064,Bruailles,992,non
Île-de-France,77,162,77162,Doue,992,non
Hauts-de-France,80,096,80096,Béthencourt-sur-Mer,992,non
Auvergne-Rhône-Alpes,01,385,01385,Saint-Rémy,991,non
Nouvelle-Aquitaine,24,341,24341,Proissans,991,non
Bretagne,29,252,29252,Saint-Jean-Trolimon,991,non
Bretagne,35,249,35249,Sainte-Anne-sur-Vilaine,991,non
Hauts-de-France,62,325,62325,Fauquembergues,991,non
Auvergne-Rhône-Alpes,74,048,74048,Brenthonne,991,non
Auvergne-Rhône-Alpes,01,407,01407,Seyssel,990,non
Grand Est,08,391,08391,Saint-Menges,990,non
Nouvelle-Aquitaine,16,369,16369,Sigogne,990,non
Nouvelle-Aquitaine,17,110,17110,Clérac,990,non
Occitanie,31,233,31233,Grépiac,990,non
Occitanie,32,083,32083,Castéra-Verduzan,990,non
Bourgogne-Franche-Comté,39,306,39306,Macornay,990,non
Occitanie,46,103,46103,Saint-Paul-Flaugnac,990,non
Auvergne-Rhône-Alpes,69,173,69173,Sarcey,990,non
Auvergne-Rhône-Alpes,01,236,01236,Marsonnas,989,non
Hauts-de-France,02,355,02355,Gricourt,989,non
Grand Est,10,191,10191,Lavau,989,non
Nouvelle-Aquitaine,24,236,24236,Léguillac-de-l'Auche,989,non
Hauts-de-France,59,308,59308,Hondeghem,989,non
Normandie,61,460,61460,Sap-en-Auge,989,non
Auvergne-Rhône-Alpes,07,134,07134,Laurac-en-Vivarais,988,non
Nouvelle-Aquitaine,17,089,17089,La Chapelle-des-Pots,988,non
Normandie,27,294,27294,Val d'Orger,988,non
Auvergne-Rhône-Alpes,38,206,38206,Laval,988,non
Auvergne-Rhône-Alpes,43,230,43230,Saint-Vincent,988,non
Grand Est,51,028,51028,Avenay-Val-d'Or,988,non
Bretagne,56,030,56030,Camoël,988,non
Grand Est,57,615,57615,Saint-Jean-Rohrbach,988,non
Hauts-de-France,62,899,62899,Wissant,988,non
Auvergne-Rhône-Alpes,63,055,63055,Bromont-Lamothe,988,non
Nouvelle-Aquitaine,79,264,79264,Saint-Léger-de-la-Martinière,988,non
Bourgogne-Franche-Comté,89,066,89066,Cerisiers,988,non
Nouvelle-Aquitaine,17,104,17104,Chevanceaux,987,non
Nouvelle-Aquitaine,17,216,17216,Lussant,987,non
Bretagne,22,154,22154,Morieux,987,non
Bretagne,29,265,29265,Sainte-Sève,987,non
Auvergne-Rhône-Alpes,38,042,38042,Bévenais,987,non
Auvergne-Rhône-Alpes,38,156,38156,Les Éparres,987,non
Auvergne-Rhône-Alpes,42,214,42214,Saint-Cyr-les-Vignes,987,non
Pays de la Loire,53,150,53150,Ménil,987,non
Bourgogne-Franche-Comté,58,146,58146,Lucenay-lès-Aix,987,non
Hauts-de-France,59,190,59190,Élesmes,987,non
Pays de la Loire,85,067,85067,Cheffois,987,non
Pays de la Loire,85,142,85142,La Merlatière,987,non
Nouvelle-Aquitaine,19,030,19030,Brignac-la-Plaine,986,non
Nouvelle-Aquitaine,40,210,40210,Onesse-Laharie,986,non
Centre-Val de Loire,41,075,41075,Droué,986,non
Pays de la Loire,53,104,53104,Gennes-sur-Glaize,986,non
Bretagne,56,182,56182,Priziac,986,non
Normandie,76,418,76418,Maulévrier-Sainte-Gertrude,986,non
